Mod:Item:MetaData, Localized Name
immersiveengineering:metaldevice0dummy:5, tile.immersiveengineering.metaldevice0dummy.fluid_pump.name
immersiveengineering:metaldevice0dummy:6, tile.immersiveengineering.metaldevice0dummy.fluid_placer.name
immersiveengineering:metaldevice1dummy:0, tile.immersiveengineering.metaldevice1dummy.blast_furnace_preheater.name
immersiveengineering:metaldevice1dummy:1, tile.immersiveengineering.metaldevice1dummy.furnace_heater.name
immersiveengineering:metaldevice1dummy:2, tile.immersiveengineering.metaldevice1dummy.dynamo.name
immersiveengineering:metaldevice1dummy:3, tile.immersiveengineering.metaldevice1dummy.thermoelectric_gen.name
immersiveengineering:metaldevice1dummy:4, tile.immersiveengineering.metaldevice1dummy.electric_lantern.name
immersiveengineering:metaldevice1dummy:5, tile.immersiveengineering.metaldevice1dummy.charging_station.name
immersiveengineering:metaldevice1dummy:6, tile.immersiveengineering.metaldevice1dummy.fluid_pipe.name
immersiveengineering:metaldevice1dummy:7, tile.immersiveengineering.metaldevice1dummy.sample_drill.name
immersiveengineering:metaldevice1dummy:8, tile.immersiveengineering.metaldevice1dummy.tesla_coil.name
immersiveengineering:metaldevice1dummy:9, tile.immersiveengineering.metaldevice1dummy.floodlight.name
immersiveengineering:metaldevice1dummy:10, tile.immersiveengineering.metaldevice1dummy.turret_chem.name
immersiveengineering:metaldevice1dummy:11, tile.immersiveengineering.metaldevice1dummy.turret_gun.name
immersiveengineering:metaldevice1dummy:13, tile.immersiveengineering.metaldevice1dummy.belljar.name
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:material:24, Nitrate Dust
immersiveengineering:material:25, Sulfur Dust
immersiveengineering:material:26, Vacuum Tube
immersiveengineering:material:27, Circuit Board
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:hoe_steel, Steel Hoe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:wirecoil:6, Insulated LV Wire Coil
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:bullet:2, Dynamic Floof Cartridge
immersiveengineering:bullet:2, Random Floof Cartridge
immersiveengineering:bullet:2, Hook Bullet
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
immersiveengineering:steel_armor_head, Steel Helmet
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
immersiveengineering:metal_device1:5, Charging Station
immersiveengineering:metal_device1:6, Fluid Pipe
immersiveengineering:metal_device1:7, Core Sample Drill
immersiveengineering:metal_device1:8, Tesla Coil
immersiveengineering:metal_device1:9, Floodlight
immersiveengineering:metal_device1:10, Chemthrower Turret
immersiveengineering:metal_device1:11, Gun Turret
immersiveengineering:metal_device1:13, Garden Cloche
immersiveengineering:railgun, Railgun
alternatingflux:connector:0, AF Wire Relay
alternatingflux:connector:1, AF Transformer
alternatingflux:wirecoil:0, AF Wire Coil
alternatingflux:material:0, Constantan Wire
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
engineersdoors:door_concrete, Concrete Door
engineersdoors:door_concrete_ornate, Concrete Door
engineersdoors:door_concrete_reinforced, Concrete Door
engineersdoors:door_steel, Steel Door
engineersdoors:door_steel_ornate, Steel Door
engineersdoors:door_steel_reinforced, Steel Door
engineersdoors:door_treated, Treated Wood Door
engineersdoors:door_treated_ornate, Treated Wood Door
engineersdoors:door_treated_reinforced, Treated Wood Door
engineersdoors:trapdoor_concrete, Concrete Trapdoor
engineersdoors:trapdoor_steel, Steel Trapdoor
engineersdoors:trapdoor_treated, Treated Wood Trapdoor
engineersdoors:fencegate_aluminium, Aluminum Fence Gate
engineersdoors:fencegate_steel, Steel Fence Gate
engineersdoors:fencegate_treated, Treated Wood Fence Gate
immersivecables:coil_block:0, Fluix Coil Block
immersivecables:coil_block:1, Dense Fluix Coil Block
immersivecables:coil_block:2, Quartz Fiber Coil Block
immersivecables:coil_block:3, Refined Fiber Coil Block
immersivecables:wire_coil:0, Fluix Wire Coil
immersivecables:wire_coil:1, Dense Fluix Wire Coil
immersivecables:wire_coil:2, Quartz Fiber Wire Coil
immersivecables:wire_coil:3, Refined Fiber Wire Coil
immersivecables:transformer_fluix:0, Fluix Transformer
immersivecables:transformer_fluix:1, Dense Fluix Transformer
immersivecables:relay_fluix:0, Fluix Wire Relay
immersivecables:relay_fluix:1, Dense Fluix Wire Relay
immersivecables:connector_quartz, Quartz Fiber Connector
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
immersiveposts:postbase, Extendable Post
immersiveposts:fence_iron, Iron Fence
immersiveposts:fence_gold, Gold Fence
immersiveposts:fence_copper, Copper Fence
immersiveposts:fence_lead, Lead Fence
immersiveposts:fence_silver, Silver Fence
immersiveposts:fence_nickel, Nickel Fence
immersiveposts:fence_constantan, Constantan Fence
immersiveposts:fence_electrum, Electrum Fence
immersiveposts:fence_uranium, Uranium Fence
immersiveposts:metal_rods:0, Gold Rod
immersiveposts:metal_rods:1, Copper Rod
immersiveposts:metal_rods:2, Lead Rod
immersiveposts:metal_rods:3, Silver Rod
immersiveposts:metal_rods:4, Nickel Rod
immersiveposts:metal_rods:5, Constantan Rod
immersiveposts:metal_rods:6, Electrum Rod
immersiveposts:metal_rods:7, Uranium Rod
immersivetech:connectors, tile.immersivetech.connectors.name
immersivetech:metal_trash:0, Trash Can
immersivetech:metal_trash:1, Fluid Trash Can
immersivetech:metal_trash:2, Energy Trash Can
immersivetech:metal_barrel:0, Creative Metal Barrel
immersivetech:metal_barrel:1, Open Metal Barrel
immersivetech:metal_barrel:2, Steel Metal Barrel
immersivetech:valve:0, Fluid Valve
immersivetech:valve:1, Load Controller
immersivetech:valve:2, Stack Limiter
immersivetech:stone_decoration, tile.immersivetech.stone_decoration.name
immersivetech:stone_decoration_slab, tile.immersivetech.stone_decoration_slab.name
immersivetech:wooden_crate, tile.immersivetech.wooden_crate.name
immersivetech:material:0, Salt
opframe:opframe, Online Picture Frame
rsgauges:bistableswitch2, Industrial Contact Lever
rsgauges:bistableswitch8, Industrial Lever
rsgauges:bistableswitch7, Industrial Rotary Lever
rsgauges:bistableswitch1, Rotary Machine Switch
rsgauges:bistableswitch3, Two-Button Machine Switch
rsgauges:bistableswitch5, ESTOP Button
rsgauges:bistableswitch6, Hopper Blocker
rsgauges:pulseswitch1, Machine Button
rsgauges:pulseswitch2, Fenced Machine Button
rsgauges:pulseswitch6, Industrial Button
rsgauges:pulseswitch5, Industrial Foot Button
rsgauges:pulseswitch3, Industrial Pull Handle Button
rsgauges:dimmerswitch1, Industrial Dimmer
rsgauges:contactmat1, Industrial Door Contact Mat
rsgauges:contactmat2, Industrial Contact Mat
rsgauges:contactmat3, Industrial Shock Sensitive Contact Mat
rsgauges:trapdoorswitch1, Industrial Shock Activated Trapdoor
rsgauges:trapdoorswitch2, Industrial Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch3, Industrial Fall-Through Detection Frame
rsgauges:automaticswitch4, Industrial Day Timer Clock
rsgauges:automaticswitch7, Industrial Interval Signal Timer
rsgauges:automaticswitch1, Industrial Infrared Entity Detector
rsgauges:automaticswitch2, Industrial Linear Laser Entity Detector
rsgauges:automaticswitch3, Industrial Local Light Sensor
rsgauges:automaticswitch5, Industrial Rain Sensor
rsgauges:automaticswitch6, Industrial Thunderstorm Detector
rsgauges:observerswitch1, Industrial Block Category Detector
rsgauges:relay_pulseswitchrx1, Industrial Pulse Switch Link Receiver
rsgauges:relay_pulseswitchrx2, Industrial Cased Pulse Switch Link Receiver
rsgauges:relay_bistableswitchrx1, Industrial Switch Link Receiver
rsgauges:relay_bistableswitchrx2, Industrial Cased Switch Link Receiver
rsgauges:relay_pulseswitchtx1, Industrial Switch Link Pulse Sender
rsgauges:relay_bistableswitchtx1, Industrial Switch Link Sender
rsgauges:industrial_knock_switch, Knock Detector Bistable Switch (industrial)
rsgauges:industrial_knock_button, Knock Detector Pulse Switch (industrial)
rsgauges:flatgauge1, Analog Voltmeter Redstone Gauge
rsgauges:flatgauge6, Small Analog Voltmeter Redstone Gauge
rsgauges:flatgauge2, Analog Bar Redstone Gauge
rsgauges:flatgauge3, Small Digital Display Redstone Gauge
rsgauges:flatgauge5, Glass Tube Redstone Gauge
rsgauges:indicator4, Alarm Lamp
rsgauges:soundindicator1, Alarm Siren
rsgauges:indicator1, Green LED Redstone Indicator
rsgauges:indicator1blink1, Green Blinking LED Redstone Indicator
rsgauges:indicator2, Yellow LED Redstone Indicator
rsgauges:indicator2blink1, Yellow Blinking LED Redstone Indicator
rsgauges:indicator3, Red LED Redstone Indicator
rsgauges:indicator3blink1, Red LED Redstone Indicator
rsgauges:indicator_led_white, White LED Redstone Indicator
rsgauges:indicator_led_white_blink, White Blinking LED Redstone Indicator
rsgauges:bistableswitch_rustic1, Rustic Lever
rsgauges:bistableswitch_rustic2, Rustic Two-Hinge Lever
rsgauges:bistableswitch_rustic3, Rustic Rotary Lever
rsgauges:bistableswitch_rustic7, Rustic Nail Lever
rsgauges:pulseswitch_rustic1, Rustic Button
rsgauges:pulseswitch_rustic2, Rustic Small Button
rsgauges:pulseswitch_rustic3, Rustic Chain Button
rsgauges:pulseswitch_rustic7, Rustic Nail Button
rsgauges:contactmat_rustic1, Rustic Door Pressure Plate
rsgauges:contactmat_rustic2, Rustic Pressure Plate
rsgauges:contactmat_rustic3, Rustic Shock Sensitive Pressure Plate
rsgauges:trapdoorswitch_rustic1, Rustic Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic2, Rustic Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic3, Rustic Fall-Through Detector Trapdoor
rsgauges:gauge_rustic2, Rustic Circular Wall Meter Redstone gauge
rsgauges:indicator_rustic_flag, Rustic Redstone Semaphore
rsgauges:bistableswitch_glass1, Bistable Glass Switch
rsgauges:bistableswitch_glass2, Bistable Glass Touch Switch
rsgauges:pulseswitch_glass1, Glass Button
rsgauges:pulseswitch_glass2, Small Glass Button
rsgauges:pulseswitch_glass3, Glass Touch Button
rsgauges:contactmat_glass1, Configurable Glass Contact Plate
rsgauges:contactmat_glass2, Glass Contact Plate
rsgauges:daytimeswitch_glass1, Glass Day Timer Clock
rsgauges:timerswitch_glass1, Glass Interval Signal Timer
rsgauges:detectorswitch_glass1, Glass Infrared Entity Detector
rsgauges:detectorswitch_glass2, Glass Linear Laser Entity Detector
rsgauges:industrial_comparator_switch, Industrial Comparator Switch
rsgauges:flatgauge4, Glass Bar Redstone Gauge
rsgauges:bistableswitch_oldfancy1, Old Fancy Lever
rsgauges:bistableswitch_oldfancy2, Old Fancy Rotary Lever
rsgauges:pulseswitch_oldfancy1, Old Fancy Button
rsgauges:pulseswitch_oldfancy2, Old Fancy Chain Button
rsgauges:pulseswitch_oldfancy4, Small Old Fancy Button
rsgauges:powerplant_yellow, Yellow power plant
rsgauges:powerplant_red, Red power plant
rsgauges:bistableswitch4, Small Light Switch
rsgauges:arrowtarget, Arrow Target
rsgauges:valve_wheel_switch, Valve Switch
rsgauges:elevator_button, Elevator Button
rsgauges:door_sensor_switch, Door sensor
rsgauges:sensitiveglass, Redstone-Sensitive Glass Block (Light Emitting)
rsgauges:sensitiveglass_white, Redstone-Sensitive Glass Block (White-Stained)
rsgauges:sensitiveglass_red, Redstone-Sensitive Glass Block (Red-Stained)
rsgauges:sensitiveglass_green, Redstone-Sensitive Glass Block (Green-Stained)
rsgauges:sensitiveglass_blue, Redstone-Sensitive Glass Block (Blue-Stained)
rsgauges:sensitiveglass_yellow, Redstone-Sensitive Glass Block (Yellow-Stained)
rsgauges:sensitiveglass_orange, Redstone-Sensitive Glass Block (Orange-Stained)
rsgauges:sensitiveglass_magenta, Redstone-Sensitive Glass Block (Magenta-Stained)
rsgauges:sensitiveglass_lightblue, Redstone-Sensitive Glass Block (Light-Blue-Stained)
rsgauges:sensitiveglass_lime, Redstone-Sensitive Glass Block (Lime-Stained)
rsgauges:sensitiveglass_pink, Redstone-Sensitive Glass Block (Pink-Stained)
rsgauges:sensitiveglass_gray, Redstone-Sensitive Glass Block (Gray-Stained)
rsgauges:sensitiveglass_lightgray, Redstone-Sensitive Glass Block (Light-Gray-Stained)
rsgauges:sensitiveglass_cyan, Redstone-Sensitive Glass Block (Cyan-Stained)
rsgauges:sensitiveglass_purple, Redstone-Sensitive Glass Block (Purple-Stained)
rsgauges:sensitiveglass_brown, Redstone-Sensitive Glass Block (Brown-Stained)
rsgauges:sensitiveglass_black, Redstone-Sensitive Glass Block (Black-Stained)
rsgauges:sensitiveglass_inverted, Redstone-Sensitive Glass Block (Inverted, Light Emitting)
rsgauges:pulseswitch_rustic4, Pulse switch
rsgauges:pulseswitch_rustic5, Pulse switch
rsgauges:pulseswitch_rustic6, Pulse switch
rsgauges:pulseswitch_oldfancy3, Pulse Switch
rsgauges:bistableswitch_oldfancy3, Bistable Switch
rsgauges:bistableswitch_oldfancy4, Bistable Switch
rsgauges:bistableswitch_oldfancy5, Bistable Switch
rsgauges:bistableswitch_oldfancy6, Bistable Switch
rsgauges:bistableswitch_oldfancy7, Bistable Switch
rsgauges:bistableswitch_rustic4, Bistable Switch
rsgauges:bistableswitch_rustic5, Bistable Switch
rsgauges:bistableswitch_rustic6, Bistable Switch
rsgauges:switchlink_pearl, Switch Link Pearl
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
immersiveintelligence:material:0, Advanced Vacuum Tube
immersiveintelligence:material:1, Basic Electronic Component
immersiveintelligence:material:2, Raw Basic Circuit Board
immersiveintelligence:material:3, Etched Basic Circuit Board
immersiveintelligence:material:4, Advanced Electronic Component
immersiveintelligence:material:5, Raw Advanced Circuit Board
immersiveintelligence:material:6, Etched Advanced Circuit Board
immersiveintelligence:material:7, Advanced Circuit Board
immersiveintelligence:material:8, Transistor
immersiveintelligence:material:9, Processor
immersiveintelligence:material:10, Raw Processor Circuit Board
immersiveintelligence:material:11, Etched Processor Circuit Board
immersiveintelligence:material:12, Processor Circuit Board
immersiveintelligence:material:13, Compact Electric Engine
immersiveintelligence:material:14, Advanced Compact Electric Engine
immersiveintelligence:material:15, Empty Punchtape
immersiveintelligence:material:16, RDX Dust
immersiveintelligence:material:17, HMX Dust
immersiveintelligence:material:18, White Phosphorus
immersiveintelligence:material:19, Salt Dust
immersiveintelligence:material:20, Carbon Brush
immersiveintelligence:material:21, Glass Fibre Cable
immersiveintelligence:material:22, Sawdust
immersiveintelligence:material:23, Formaldehyde Dust
immersiveintelligence:material:24, Hexamine Dust
immersiveintelligence:material:25, Wood Pulp
immersiveintelligence:material:26, Treated Wood Pulp
immersiveintelligence:material:27, Artificial Leather
immersiveintelligence:material:28, Natural Rubber
immersiveintelligence:material:29, Rubber Strap
immersiveintelligence:material:30, Rubber Tire
immersiveintelligence:material:31, Vulcanization Compound
immersiveintelligence:material_ingot:0, Advanced Electronic Alloy Ingot
immersiveintelligence:material_ingot:1, Brass Ingot
immersiveintelligence:material_ingot:2, Platinum Ingot
immersiveintelligence:material_ingot:3, Tungsten Ingot
immersiveintelligence:material_ingot:4, Zinc Ingot
immersiveintelligence:material_ingot:5, Magnet
immersiveintelligence:material_ingot:6, Silicon Ingot
immersiveintelligence:material_ingot:7, Duraluminium Ingot
immersiveintelligence:material_plate:0, Advanced Electronic Alloy Plate
immersiveintelligence:material_plate:1, Brass Plate
immersiveintelligence:material_plate:2, Platinum Plate
immersiveintelligence:material_plate:3, Tungsten Plate
immersiveintelligence:material_plate:4, Zinc Plate
immersiveintelligence:material_plate:5, Silicon Wafer
immersiveintelligence:material_plate:6, Natural Rubber Sheet
immersiveintelligence:material_plate:7, Duraluminium Plate
immersiveintelligence:material_rod:0, Brass Rod
immersiveintelligence:material_rod:1, Tungsten Rod
immersiveintelligence:material_rod:2, Zinc Rod
immersiveintelligence:material_rod:3, Platinum Rod
immersiveintelligence:material_rod:4, Duraluminium Rod
immersiveintelligence:material_dust:0, Advanced Electronic Alloy Grit
immersiveintelligence:material_dust:1, Brass Grit
immersiveintelligence:material_dust:2, Platinum Grit
immersiveintelligence:material_dust:3, Tungsten Grit
immersiveintelligence:material_dust:4, Zinc Grit
immersiveintelligence:material_dust:5, Silicon Dust
immersiveintelligence:material_dust:6, Fluorite Dust
immersiveintelligence:material_dust:7, Quartz Dust
immersiveintelligence:material_dust:8, Dirty Quartz Dust
immersiveintelligence:material_dust:9, Phosphorus Dust
immersiveintelligence:material_dust:10, Duraluminium Grit
immersiveintelligence:material_nugget:0, Advanced Electronic Alloy Nugget
immersiveintelligence:material_nugget:1, Brass Nugget
immersiveintelligence:material_nugget:2, Platinum Nugget
immersiveintelligence:material_nugget:3, Tungsten Nugget
immersiveintelligence:material_nugget:4, Zinc Nugget
immersiveintelligence:material_nugget:5, Silicon Piece
immersiveintelligence:material_nugget:6, Duraluminium Nugget
immersiveintelligence:material_wire:0, Tungsten Wire
immersiveintelligence:material_wire:1, item.immersiveintelligence.material_wire.brass.name
immersiveintelligence:material_spring:0, Brass Spring
immersiveintelligence:material_spring:1, Iron Spring
immersiveintelligence:material_spring:2, Steel Spring
immersiveintelligence:material_gem:0, Nether Fluorite
immersiveintelligence:material_gem:1, Nether Phosphorus
immersiveintelligence:material_boule:0, Silicon Boule
immersiveintelligence:press_mold:0, Metal Press Mold: Artillery Shell Casing
immersiveintelligence:press_mold:1, Metal Press Mold: Light Artillery Shell Casing
immersiveintelligence:press_mold:2, Metal Press Mold: Mortar Shell Casing
immersiveintelligence:press_mold:3, Metal Press Mold: Autocannon Shell Casing
immersiveintelligence:press_mold:4, Metal Press Mold: Machinegun Bullet Casing
immersiveintelligence:press_mold:5, Metal Press Mold: Assault Rifle Bullet Casing
immersiveintelligence:press_mold:6, Metal Press Mold: Submachinegun Bullet Casing
immersiveintelligence:press_mold:7, Metal Press Mold: Naval Mine Casing
immersiveintelligence:press_mold:8, Metal Press Mold: Tripmine Casing
immersiveintelligence:press_mold:9, Metal Press Mold: Landmine Casing
immersiveintelligence:vulcanizer_mold:0, Vulcanizer Mold: Belt
immersiveintelligence:vulcanizer_mold:1, Vulcanizer Mold: Tire
immersiveintelligence:circuit_functional:0, Arithmetic Circuit
immersiveintelligence:circuit_functional:1, Advanced Arithmetic Circuit
immersiveintelligence:circuit_functional:2, Logic Circuit
immersiveintelligence:circuit_functional:3, Comparator Circuit
immersiveintelligence:circuit_functional:4, Advanced Logic Circuit
immersiveintelligence:circuit_functional:5, Text Processor Circuit
immersiveintelligence:circuit_functional:6, ItemStack Operations Circuit
immersiveintelligence:circuit_functional:7, Array Operations Circuit
immersiveintelligence:circuit_functional:8, Entity Operations Circuit
immersiveintelligence:circuit_functional:9, Document Circuit
immersiveintelligence:circuit_functional:10, Type Conversion Circuit
immersiveintelligence:motor_belt:0, Cloth Motor Belt
immersiveintelligence:motor_belt:1, Steel Motor Belt
immersiveintelligence:motor_belt:2, Rubber Motor Belt
immersiveintelligence:motor_gear:0, Copper Gear
immersiveintelligence:motor_gear:1, Brass Gear
immersiveintelligence:motor_gear:2, Iron Gear
immersiveintelligence:motor_gear:3, Steel Gear
immersiveintelligence:motor_gear:4, Tungsten Gear
immersiveintelligence:skycrate_mount:0, Skycrate Mount
immersiveintelligence:skycrate_mount:1, Electric Skycrate Mount
immersiveintelligence:lighter, Engineer's Lighter
immersiveintelligence:electric_hammer, Engineer's Electric Hammer
immersiveintelligence:trench_shovel, Trench Shovel
immersiveintelligence:electric_wirecutter, Engineer's Electric Wire Cutter
immersiveintelligence:wrench, Engineer's Wrench
immersiveintelligence:electric_wrench, Engineer's Electric Wrench
immersiveintelligence:tripod_periscope, Tripod Periscope
immersiveintelligence:mine_detector, Mine Detector
immersiveintelligence:drillhead:0, Tungsten Drill Head
immersiveintelligence:drillhead:1, Diamond-Tipped Iron Drill Head
immersiveintelligence:drillhead:2, Diamond-Tipped Steel Drill Head
immersiveintelligence:drillhead:3, Diamond-Tipped Tungsten Drill Head
immersiveintelligence:tachometer, Engineer's Tachometer
immersiveintelligence:data_wire, Data Cable Coil
immersiveintelligence:small_wirecoil:0, Small Redstone Cable Coil
immersiveintelligence:small_wirecoil:1, Small Data Cable Coil
immersiveintelligence:trip_wire, Tripwire Coil
immersiveintelligence:minecart:0, Minecart with Wooden Crate
immersiveintelligence:minecart:1, Minecart with Reinforced Crate
immersiveintelligence:minecart:2, Minecart with Steel Crate
immersiveintelligence:minecart:3, Minecart with Wooden Barrel
immersiveintelligence:minecart:4, Minecart with Metal Barrel
